country,year,gdppc,growth5
Greece,1965,7187.0,7.462104528197466
Greece,1966,7570.0,6.957646792096428
Greece,1967,7892.0,7.190744269408733
Greece,1968,8394.0,6.516068410836007
Greece,1969,9191.0,6.844115137257423
Greece,1970,9900.0,6.614803289188664
Greece,1971,10559.0,6.882199407260026
Greece,1972,11795.0,8.36827833873195
Greece,1973,12202.0,7.7686422081809425
Greece,1974,11716.0,4.974380264673384
Greece,1975,12309.0,4.452181668162636
Greece,1976,12919.0,4.116898279382286
Greece,1977,13158.0,2.211176526450931
Greece,1978,13860.0,2.5808850879993406
Greece,1979,14193.0,3.9103883533219808
Greece,1980,14300.0,3.043986762688733
Greece,1981,14180.0,1.8801243855715466
Greece,1982,14153.0,1.468613230622906
Greece,1983,14132.0,0.38945111231734053
Greece,1984,14453.0,0.36372227287215786
Greece,1985,14850.0,0.7576624052174186
Greece,1986,15047.0,1.193994167629575
Greece,1987,14944.0,1.0936018977418804
Greece,1988,15596.0,1.991016340549634
Greece,1989,16117.0,2.2033757455899527
Greece,1990,15964.0,1.45724217581793
Greece,1991,16409.69,1.7489863014150897
Greece,1992,16545.963,2.0575263987011816
Greece,1993,16331.314,0.9256558989993557
Greece,1994,16724.287,0.7424900641824772
Greece,1995,17148.197,1.4414267879660825
Greece,1996,17719.557,1.5477947777422951
Greece,1997,18588.295,2.355103428815819
Greece,1998,19378.709,3.4810299080720863
Greece,1999,20076.559,3.721391265265739
Greece,2000,20965.332,4.101420586613069
Greece,2001,21913.797,4.34050992252375
Greece,2002,22893.959,4.254850273760247
Greece,2003,24380.066,4.698873069034626
Greece,2004,25780.385,5.128392529627113
Greece,2005,26091.523,4.471910597847217
Greece,2006,27731.111,4.821393032494137
Greece,2007,28822.916,4.713675322684963
Greece,2008,28907.926,3.465702654048508
Greece,2009,27839.898,1.5489993315949357
Greece,2010,26517.465,0.3243870038412977
Greece,2011,24349.0,-2.567740962981979
Greece,2012,22746.207,-4.625073954699388
Greece,2013,22335.27,-5.028159492534822
Greece,2014,22591.598,-4.091773036909785
Greece,2015,22696.203,-3.064190681556689
Greece,2016,22679.81,-1.4102747210143596
Greece,2017,22972.889,0.19852430542577348
Greece,2018,23403.611,0.9388454285621517
Greece,2019,23869.793,1.1067941665833247
Greece,2020,21767.22,-0.8323659577209153
Greece,2021,23732.201,0.9112814459884655
Greece,2022,25283.906,1.9355594002764764
Ireland,1955,6248.0,2.5681492487501068
Ireland,1956,6212.0,1.9182538759494383
Ireland,1957,6239.0,1.4524530208611441
Ireland,1958,6169.0,0.6478381817709877
Ireland,1959,6437.0,1.2545027726796443
Ireland,1960,6825.0,1.7823155757042075
Ireland,1961,7186.0,2.955879559539931
Ireland,1962,7390.0,3.444139326561313
Ireland,1963,7685.0,4.492668530486177
Ireland,1964,7948.0,4.307339881082384
Ireland,1965,8051.0,3.3592701986154827
Ireland,1966,8097.0,2.4158998772429108
Ireland,1967,8531.0,2.9132043311181244
Ireland,1968,9197.0,3.657436168761219
Ireland,1969,9706.0,4.077412295555893
Ireland,1970,9881.0,4.18140606965387
Ireland,1971,10128.0,4.577898566296912
Ireland,1972,10621.0,4.4799830264458995
Ireland,1973,10946.0,3.5432640748374267
Ireland,1974,11225.0,2.95067834424787
Ireland,1975,11662.0,3.3699788841083933
Ireland,1976,11639.0,2.8201883532861682
Ireland,1977,12425.0,3.187287850474374
Ireland,1978,13150.0,3.737090159252232
Ireland,1979,13335.0,3.5050010424926725
Ireland,1980,13614.0,3.143660896577738
Ireland,1981,13893.0,3.603892719234958
Ireland,1982,14061.0,2.5047432495646227
Ireland,1983,13931.0,1.1605793456253455
Ireland,1984,14435.0,1.5979052266883897
Ireland,1985,14834.0,1.7312792465321802
Ireland,1986,14768.0,1.2290426416618594
Ireland,1987,15458.0,1.912491461186372
Ireland,1988,16313.0,3.2072743689077976
Ireland,1989,17343.0,3.7388638245319017
Ireland,1990,18838.0,4.8951246972994245
Ireland,1991,19253.943,5.448304134756432
Ireland,1992,20032.719,5.3215687522551125
Ireland,1993,20627.078,4.804703806490451
Ireland,1994,22004.814,4.876623201490227
Ireland,1995,24266.143,5.194538339843269
Ireland,1996,26562.908,6.647624738826052
Ireland,1997,29455.92,8.015613955161193
Ireland,1998,31908.648,9.117432459154994
Ireland,1999,35377.164,9.961603076511372
Ireland,2000,38806.5,9.845114146038858
Ireland,2001,40966.332,9.051160707394201
Ireland,2002,43012.816,7.86611992612789
Ireland,2003,44372.758,6.817301925988417
Ireland,2004,47028.863,5.859123274515965
Ireland,2005,49223.383,4.8705140144539305
Ireland,2006,51296.195,4.599983076663583
Ireland,2007,52322.23,3.99624868366224
Ireland,2008,49583.14,2.2453393332401816
Ireland,2009,47375.734,0.14708079945364716
Ireland,2010,48623.81,-0.24480877720014504
Ireland,2011,48980.0,-0.9198339324124838
Ireland,2012,47360.09,-1.9731031705398694
Ireland,2013,48181.234,-0.5719828622839596
Ireland,2014,50732.348,1.3784862617242766
Ireland,2015,53196.598,1.8138768489097012
Ireland,2016,53686.844,1.852060362069885
Ireland,2017,55465.652,3.2101289593636118
Ireland,2018,58083.45,3.8089736220572323
Ireland,2019,59733.91,3.3206657939267137
Ireland,2020,55134.855,0.7183205608661813
Ireland,2021,57278.42,1.30354214466617
Ireland,2022,60257.082,1.6709297002333923
South Korea,1977,5367.795,9.641080981312067
South Korea,1978,5856.4966,8.910160275329538
South Korea,1979,6265.886,8.786040459000244
South Korea,1980,6064.04,6.810793099455714
South Korea,1981,6398.851,5.673409326530798
South Korea,1982,6821.475,4.909900244990517
South Korea,1983,7611.7344,5.38265745594293
South Korea,1984,8303.519,5.79275791483671
South Korea,1985,8859.355,7.876788607528495
South Korea,1986,9756.205,8.8017257487232
South Korea,1987,10864.975,9.756459170119225
South Korea,1988,12039.945,9.60444705728143
South Korea,1989,12759.489,8.971823829491044
South Korea,1990,13874.0,9.385540509467315
South Korea,1991,15056.16,9.06531570057063
South Korea,1992,15712.002,7.656574968724916
South Korea,1993,16503.434,6.509896714440044
South Korea,1994,17720.395,6.789369728460359
South Korea,1995,19089.299,6.590293501070965
South Korea,1996,20204.56,6.058879654297233
South Korea,1997,21055.945,6.029970935187756
South Korea,1998,19624.691,3.5251101638983373
South Korea,1999,21540.693,3.9817816699404096
South Korea,2000,23108.018,3.894975102267839
South Korea,2001,23804.438,3.3336350311850227
South Korea,2002,25250.637,3.700182384226691
South Korea,2003,25679.246,5.5251281136759145
South Korea,2004,26646.504,4.346073976686249
South Korea,2005,27443.283,3.498647224547957
South Korea,2006,28516.484,3.678238265274203
South Korea,2007,29716.57,3.3106914602563986
South Korea,2008,30117.729,3.239998768369867
South Korea,2009,29967.562,2.376961299816127
South Korea,2010,31537.773,2.8203296113561427
South Korea,2011,32225.0,2.475345152262398
South Korea,2012,32826.48,2.0105589252398026
South Korea,2013,33711.656,2.280201063672993
South Korea,2014,34573.09,2.9004696270679586
South Korea,2015,35357.52,2.312843434085199
South Korea,2016,36255.24,2.384820134097332
South Korea,2017,37296.047,2.5859058207853503
South Korea,2018,38214.324,2.5390333473424453
South Korea,2019,38935.992,2.4053413270137547
South Korea,2020,38606.984,1.7739934742250885
South Korea,2021,40277.953,2.126705272063445
South Korea,2022,41320.9,2.0707706439849316
Taiwan,1973,5496.0,9.545291547160929
Taiwan,1974,5455.0,7.956889505422993
Taiwan,1975,5614.0,6.78057429346528
Taiwan,1976,6245.0,6.916561690681844
Taiwan,1977,6752.0,6.354319891440396
Taiwan,1978,7519.0,6.468876721526073
Taiwan,1979,7967.0,7.869834508496321
Taiwan,1980,8384.0,8.35171063610083
Taiwan,1981,8749.0,6.975714231083963
Taiwan,1982,8910.0,5.703423673130548
Taiwan,1983,9530.0,4.854376749924283
Taiwan,1984,10394.0,5.46238269770698
Taiwan,1985,10779.0,5.1539135122500745
Taiwan,1986,11918.0,6.377307291824552
Taiwan,1987,13705.0,8.993416752866978
Taiwan,1988,14183.0,8.276707317120913
Taiwan,1989,15203.0,7.901955787929538
Taiwan,1990,15841.0,8.004244769108926
Taiwan,1991,16934.814,7.279171282087282
Taiwan,1992,18101.332,5.722226026321153
Taiwan,1993,19087.598,6.11985194279574
Taiwan,1994,20269.266,5.920920255113504
Taiwan,1995,21329.686,6.130539920551659
Taiwan,1996,22390.053,5.743806086778669
Taiwan,1997,23437.768,5.303096831105214
Taiwan,1998,24131.22,4.801041791636518
Taiwan,1999,25471.781,4.675310544069955
Taiwan,2000,26787.445,4.6620811114562954
Taiwan,2001,26203.977,3.195893962310059
Taiwan,2002,27425.807,3.192618529112834
Taiwan,2003,28348.852,3.2740573353968516
Taiwan,2004,29975.139,3.3095283244993556
Taiwan,2005,31374.455,3.2117114678669845
Taiwan,2006,32867.367,4.635617335064457
Taiwan,2007,34761.312,4.854566442437647
Taiwan,2008,34762.367,4.163310167888801
Taiwan,2009,33974.453,2.5364443824791527
Taiwan,2010,37385.49,3.5679493628945735
Taiwan,2011,38565.0,3.2489596394668308
Taiwan,2012,39291.184,2.4801591677539703
Taiwan,2013,40140.73,2.9189117056414027
Taiwan,2014,41930.84,4.298057001795752
Taiwan,2015,42438.46,2.567863154413308
Taiwan,2016,43262.195,2.325303856855676
Taiwan,2017,44618.29,2.575480768855831
Taiwan,2018,45817.938,2.680991774592223
Taiwan,2019,47200.254,2.395802637843092
Taiwan,2020,48779.438,2.824222736402149
Taiwan,2021,51943.883,3.7254128817669097
Taiwan,2022,53142.984,3.558703088694304
Singapore,1968,5294.0,5.508447345790812
Singapore,1969,5931.0,9.312258029847609
Singapore,1970,6650.0,10.751083448525623
Singapore,1971,7318.0,11.132752590307526
Singapore,1972,8155.0,11.457886100593772
Singapore,1973,8894.0,10.933480138817275
Singapore,1974,9314.0,9.446445598911325
Singapore,1975,9602.0,7.623722964669821
Singapore,1976,10178.0,6.820352868744539
Singapore,1977,10790.0,5.759526040173846
Singapore,1978,11588.0,5.43438576445292
Singapore,1979,12521.0,6.096377637385109
Singapore,1980,13601.0,7.211612449272997
Singapore,1981,14335.0,7.089539279361801
Singapore,1982,14687.0,6.360979953821833
Singapore,1983,15720.0,6.289119907711038
Singapore,1984,16767.0,6.014011871373692
Singapore,1985,16611.0,4.079449750842823
Singapore,1986,16831.0,3.2624546740928295
Singapore,1987,18345.0,4.548287685816033
Singapore,1988,19853.0,4.779113612183417
Singapore,1989,21221.0,4.824330236001062
Singapore,1990,22666.0,6.413277914215554
Singapore,1991,23636.684,7.027486382583903
Singapore,1992,24775.57,6.194295410132877
Singapore,1993,27073.715,6.400664942310663
Singapore,1994,29454.613,6.7769459937115695
Singapore,1995,30957.287,6.4333181357073554
Singapore,1996,32724.488,6.722812605845374
Singapore,1997,34868.066,7.073214462573385
Singapore,1998,33590.48,4.407974693593619
Singapore,1999,35156.117,3.602328401621868
Singapore,2000,37772.758,4.059841619162863
Singapore,2001,36864.574,2.411156810636883
Singapore,2002,37829.906,1.643937518828209
Singapore,2003,38950.746,3.005381276610697
Singapore,2004,42111.168,3.676249275237886
Singapore,2005,44698.84,3.424519358837541
Singapore,2006,48073.59,5.453128146607833
Singapore,2007,51844.062,6.50567565992799
Singapore,2008,52180.17,6.022475911963454
Singapore,2009,51344.477,4.04453880178397
Singapore,2010,58612.73,5.569664032841071
Singapore,2011,61672.0,5.1081266001625325
Singapore,2012,62855.523,3.9271181349171513
Singapore,2013,64821.926,4.434330805034947
Singapore,2014,66498.555,5.308564981550656
Singapore,2015,67673.94,2.916711895802826
Singapore,2016,69211.05,2.3334182320650543
Singapore,2017,72292.04,2.8370019937392854
Singapore,2018,74518.15,2.827203952244406
Singapore,2019,74649.734,2.3394812528884534
Singapore,2020,71964.7,1.2370802863065133
Singapore,2021,77945.484,2.4054579468453685
Singapore,2022,80320.086,2.128449113915032
Hong Kong,1960,5088.0,3.519142705187872
Hong Kong,1961,5169.0,3.0408195462422016
Hong Kong,1962,5780.0,4.554912280936252
Hong Kong,1963,6381.0,5.86382923296922
Hong Kong,1964,6664.0,6.097026857948662
Hong Kong,1965,7414.0,7.820439011880231
Hong Kong,1966,7412.0,7.474584722516875
Hong Kong,1967,7474.0,5.274951743625045
Hong Kong,1968,7696.0,3.818622658727766
Hong Kong,1969,8534.0,5.071160742824632
Hong Kong,1970,9250.0,4.524435368410584
Hong Kong,1971,9787.0,5.716514411561846
Hong Kong,1972,10632.0,7.303126168909313
Hong Kong,1973,11717.0,8.770286929857885
Hong Kong,1974,11719.0,6.5485596397289125
Hong Kong,1975,11456.0,4.370617861261872
Hong Kong,1976,12929.0,5.726308650505696
Hong Kong,1977,13986.0,5.636915371118056
Hong Kong,1978,14689.0,4.62492512107604
Hong Kong,1979,15903.0,6.296190650396238
Hong Kong,1980,17086.0,8.323199573772499
Hong Kong,1981,18301.0,7.19683849666608
Hong Kong,1982,18527.0,5.7845676798086165
Hong Kong,1983,19349.0,5.665511273478097
Hong Kong,1984,21042.0,5.7600363631686635
Hong Kong,1985,20883.0,4.095150467911135
Hong Kong,1986,22823.0,4.5152302955094425
Hong Kong,1987,25414.0,6.5255008545645365
Hong Kong,1988,27063.0,6.940813284494873
Hong Kong,1989,27377.0,5.4046493776323645
Hong Kong,1990,27960.0,6.010493372247727
Hong Kong,1991,29008.7,4.913435162078295
Hong Kong,1992,30202.54,3.5128076740438496
Hong Kong,1993,31242.2,2.9136861866490005
Hong Kong,1994,32219.357,3.3109137149954115
Hong Kong,1995,31941.908,2.6986506522939324
Hong Kong,1996,32261.803,2.148518823659318
Hong Kong,1997,33385.82,2.0243216505574146
Hong Kong,1998,30866.428,-0.24171987097595382
Hong Kong,1999,31134.166,-0.6828900283074146
Hong Kong,2000,32894.01,0.5891627028966617
Hong Kong,2001,32734.201,0.29115248168056773
Hong Kong,2002,33038.15,-0.20914707383761222
Hong Kong,2003,33594.316,1.7081806679148714
Hong Kong,2004,36052.992,2.977137434402155
Hong Kong,2005,38191.9,3.031705512430194
Hong Kong,2006,40172.855,4.180440758832815
Hong Kong,2007,42230.887,5.0323050172194295
Hong Kong,2008,42635.48,4.8820266610764
Hong Kong,2009,41076.234,2.6431239648008864
Hong Kong,2010,43170.55,2.4809784953852887
Hong Kong,2011,44532.0,2.081701586495721
Hong Kong,2012,44795.11,1.1859190928099173
Hong Kong,2013,45997.89,1.5297579275929563
Hong Kong,2014,46941.586,2.705435374073839
Hong Kong,2015,47653.695,1.9956851932973585
Hong Kong,2016,48385.113,1.6735322887011295
Hong Kong,2017,49841.457,2.1579159008775717
Hong Kong,2018,50847.723,2.02502734964507
Hong Kong,2019,49631.062,1.1204891792869098
Hong Kong,2020,46550.258,-0.46745651625201834
Hong Kong,2021,50006.348,0.6613326828816657
Hong Kong,2022,48289.383,-0.6307103149656212
Chile,1955,6341.0,1.5210463865937385
Chile,1956,6285.0,0.9290838367393528
Chile,1957,6758.0,1.5686882505337563
Chile,1958,6958.0,1.1172638138770896
Chile,1959,6409.0,0.5455618978738253
Chile,1960,6781.0,1.3508040012707
Chile,1961,6923.0,1.9524836238396182
Chile,1962,7071.0,0.9096105262607956
Chile,1963,7336.0,1.0636501276733545
Chile,1964,7320.0,2.6937852096173387
Chile,1965,7208.0,1.2288275303885987
Chile,1966,7844.0,2.529455427062932
Chile,1967,7933.0,2.3272548533433746
Chile,1968,8053.0,1.8825192636192645
Chile,1969,8187.0,2.2639919831765276
Chile,1970,8195.0,2.599876021248626
Chile,1971,8773.0,2.263842931288629
Chile,1972,8520.0,1.437941661617037
Chile,1973,7911.0,-0.3551776820278518
Chile,1974,7857.0,-0.8194773510683984
Chile,1975,6731.0,-3.85955532370319
Chile,1976,6868.0,-4.778190212483635
Chile,1977,7438.0,-2.6797276004424164
Chile,1978,7936.0,0.06312339330014627
Chile,1979,8475.0,1.5258398416544638
Chile,1980,9024.0,6.038579000639066
Chile,1981,9427.0,6.539006878700748
Chile,1982,8016.0,1.5080083892446972
Chile,1983,7667.0,-0.687306478481442
Chile,1984,7992.0,-1.1667325060146339
Chile,1985,8024.0,-2.3216383371076232
Chile,1986,8325.0,-2.4556437276317733
Chile,1987,8721.0,1.700178596955193
Chile,1988,9199.0,3.7105723739686347
Chile,1989,10005.0,4.595337004053168
Chile,1990,10203.0,4.922201223299982
Chile,1991,10746.491,5.238945414110541
Chile,1992,11773.301,6.185787491454708
Chile,1993,12296.926,5.976894292421631
Chile,1994,12692.551,4.873645525472581
Chile,1995,13715.933,6.0961180190791
Chile,1996,14433.319,6.076676954710192
Chile,1997,15079.831,5.075059690192929
Chile,1998,15259.541,4.41165559557497
Chile,1999,14846.418,3.1845212183546856
Chile,2000,15211.623,2.0916069285634276
Chile,2001,15448.009,1.368089344069423
Chile,2002,15509.825,0.5638947037149844
Chile,2003,15809.178,0.7102244291227855
Chile,2004,16478.973,2.108451874041739
Chile,2005,17137.486,2.4128169441152147
Chile,2006,17920.803,3.0141753796252058
Chile,2007,18487.9,3.575285040554954
Chile,2008,18804.03,3.530504236976917
Chile,2009,18184.48,1.989191468999163
Chile,2010,18909.848,1.9877909251168724
Chile,2011,19705.0,1.916334302300382
Chile,2012,20690.797,2.276987403785924
Chile,2013,21171.06,2.399617292917755
Chile,2014,21337.76,3.2498876819631706
Chile,2015,21574.018,2.6711909607069373
Chile,2016,21715.713,1.9622782532968674
Chile,2017,21709.428,0.9657863888359985
Chile,2018,22175.664,0.931518206855575
Chile,2019,21924.408,0.5439191699302626
Chile,2020,20205.87,-1.301783814542623
Chile,2021,22324.96,0.5549187045587711
Chile,2022,22740.72,0.9325315083328123
Poland,1960,5125.0,2.846314037961095
Poland,1961,5461.0,3.6492774512083104
Poland,1962,5325.0,2.43706397471668
Poland,1963,5582.0,2.7539874824716204
Poland,1964,5773.0,3.186499596507675
Poland,1965,6036.0,3.3263462060705073
Poland,1966,6362.0,3.1013371122162514
Poland,1967,6540.0,4.196139195144544
Poland,1968,6881.0,4.273114404541256
Poland,1969,6760.0,3.2069699232959215
Poland,1970,7058.0,3.177852541246473
Poland,1971,7503.0,3.35423013051237
Poland,1972,7986.0,4.075932676604133
Poland,1973,8512.0,4.346049481940906
Poland,1974,8928.0,5.721057138556929
Poland,1975,9258.0,5.576462080216316
Poland,1976,9397.0,4.604617577366099
Poland,1977,9483.0,3.4959341791112264
Poland,1978,9741.0,2.7340444156655375
Poland,1979,9471.0,1.1878413132216714
Poland,1980,9149.0,-0.23658886456486838
Poland,1981,8584.0,-1.7935309784799736
Poland,1982,8429.0,-2.3289041021250623
Poland,1983,8764.0,-2.091642464561272
Poland,1984,9006.0,-1.0018175658373485
Poland,1985,9022.0,-0.27918045873214226
Poland,1986,9240.0,1.48373730545861
Poland,1987,9059.0,1.4520532927547736
Poland,1988,9228.0,1.0371397659637127
Poland,1989,9060.0,0.11963346732002389
Poland,1990,8150.0,-2.012436883627966
Poland,1991,7625.843,-3.7671877101986273
Poland,1992,7873.925,-2.7650930747324387
Poland,1993,8229.529,-2.264243508474939
Poland,1994,8721.827,-0.7579208984118124
Poland,1995,9408.274,2.913054791396563
Poland,1996,10066.171,5.709809159117651
Poland,1997,10811.274,6.545992693762193
Poland,1998,11413.256,6.75959454202022
Poland,1999,12058.42,6.693162353565785
Poland,2000,12732.167,6.237654508223289
Poland,2001,13017.584,5.276931234880866
Poland,2002,13415.571,4.411048639789761
Poland,2003,14035.637,4.223226512945821
Poland,2004,14906.094,4.331317050587091
Poland,2005,15580.937,4.120980466401103
Poland,2006,16711.447,5.122754833617105
Poland,2007,18067.428,6.134709154497187
Poland,2008,19011.547,6.256881546836102
Poland,2009,19718.465,5.755228918386823
Poland,2010,20608.693,5.752678417923263
Poland,2011,21837.0,5.495949098321651
Poland,2012,22169.826,4.177322283325302
Poland,2013,22378.305,3.3146589102535318
Poland,2014,23247.818,3.34793862378584
Poland,2015,24285.14,3.3375194404533515
Poland,2016,25020.621,2.759272765993237
Poland,2017,26310.113,3.4837327603322255
Poland,2018,27880.836,4.495050605577977
Poland,2019,29142.023,4.623079721074452
Poland,2020,28577.14,3.3083987589100694
Poland,2021,30687.662,4.167716402941335
Poland,2022,32468.402,4.295997046216127
Czechia,1975,10954.0,4.600266841914102
Czechia,1976,11317.0,4.2812232274432205
Czechia,1977,11634.0,3.8619902356384905
Czechia,1978,12055.0,3.754729596748052
Czechia,1979,12164.0,3.0960223509727935
Czechia,1980,12336.0,2.404802618815527
Czechia,1981,12306.0,1.689735794667424
Czechia,1982,12109.0,0.8035539488516319
Czechia,1983,12301.0,0.4048382300412934
Czechia,1984,12573.0,0.6636099536877049
Czechia,1985,12855.0,0.8276265262705307
Czechia,1986,13211.0,1.4293766248782314
Czechia,1987,13514.0,2.2198235806484057
Czechia,1988,13791.0,2.313058625508635
Czechia,1989,14027.0,2.212774310639687
Czechia,1990,14178.0,1.9784902690769712
Czechia,1991,12724.541,-0.7475384252278894
Czechia,1992,12810.432,-1.0636299469074406
Czechia,1993,12974.197,-1.2136484833054406
Czechia,1994,13517.582,-0.7371265030504226
Czechia,1995,14550.1045,0.5194788021952945
Czechia,1996,15386.32,3.8720079434942045
Czechia,1997,15494.317,3.8775581944097803
Czechia,1998,15657.426,3.831224551456436
Czechia,1999,16102.508,3.5616359153149535
Czechia,2000,17056.16,3.2293112648094313
Czechia,2001,17868.568,3.03647623380483
Czechia,2002,18431.027,3.5321945281456157
Czechia,2003,19344.09,4.319521720583963
Czechia,2004,20555.035,5.003781453962719
Czechia,2005,22128.58,5.345128425253942
Czechia,2006,23888.164,5.9787040655187695
Czechia,2007,25382.807,6.610019418038893
Czechia,2008,26186.045,6.243977489961883
Czechia,2009,25093.863,4.0710318143050594
Czechia,2010,25922.395,3.215356185679741
Czechia,2011,26725.0,2.2697015073788185
Czechia,2012,26483.38,0.8525196537471302
Czechia,2013,26467.629,0.21414504059147355
Czechia,2014,27030.19,1.4977266847189918
Czechia,2015,28437.604,1.8693595223227444
Czechia,2016,29097.504,1.7156091996617828
Czechia,2017,30531.383,2.885604365588401
Czechia,2018,31405.09,3.4801383717641077
Czechia,2019,32226.553,3.579295151530215
Czechia,2020,30365.37,1.3204511745582126
Czechia,2021,31452.557,1.568735184671155
Czechia,2022,32247.395,1.0996453249955573
Hungary,1957,5051.0,2.7840524657268384
Hungary,1958,5367.0,3.8604415044874107
Hungary,1959,5553.0,4.0967060640762165
Hungary,1960,5816.0,3.5123305160606577
Hungary,1961,6083.0,5.601443110896298
Hungary,1962,6315.0,4.5680952581607315
Hungary,1963,6644.0,4.361330121638418
Hungary,1964,6994.0,4.722401012372024
Hungary,1965,7029.0,3.861317904979078
Hungary,1966,7406.0,4.014330552077783
Hungary,1967,7801.0,4.317071024536778
Hungary,1968,7865.0,3.4317375920743576
Hungary,1969,8069.0,2.9008157114056576
Hungary,1970,8015.0,2.660174155598538
Hungary,1971,8349.0,2.4259853638899154
Hungary,1972,8505.0,1.7430629941034281
Hungary,1973,8920.0,2.5494240281105807
Hungary,1974,9111.0,2.458800267033867
Hungary,1975,9253.0,2.9143195918915676
Hungary,1976,9231.0,2.028818607602445
Hungary,1977,9765.0,2.8015317995883304
Hungary,1978,9967.0,2.2444918328764496
Hungary,1979,9964.0,1.806037571092256
Hungary,1980,10052.0,1.6702715592970208
Hungary,1981,10123.0,1.8619761086027697
Hungary,1982,10493.0,1.4484661368693086
Hungary,1983,10401.0,0.8560900580194986
Hungary,1984,10696.0,1.4279236558498498
Hungary,1985,10452.0,0.7834878879571905
Hungary,1986,10678.0,1.0732279639370734
Hungary,1987,10861.0,0.6917822977458243
Hungary,1988,11207.0,1.5039294502318779
Hungary,1989,11003.0,0.5675670550068679
Hungary,1990,10296.0,-0.30030572485640894
Hungary,1991,9255.909,-2.8180001441546976
Hungary,1992,9153.921,-3.3621032539922213
Hungary,1993,9294.464,-3.6732305241552132
Hungary,1994,9772.224,-2.3445557394947025
Hungary,1995,10134.834,-0.31504407955174063
Hungary,1996,10359.182,2.2777763675429163
Hungary,1997,10942.326,3.633579245670293
Hungary,1998,11663.028,4.644737699099788
Hungary,1999,12316.724,4.737055246325039
Hungary,2000,13129.273,5.313684640035321
Hungary,2001,13933.562,6.10780686773702
Hungary,2002,14899.307,6.368071141585729
Hungary,2003,15829.9,6.300025968964884
Hungary,2004,16999.006,6.656091242496731
Hungary,2005,18140.617,6.679820208329956
Hungary,2006,19253.062,6.681111273843365
Hungary,2007,19763.791,5.8134407792294285
Hungary,2008,20380.63,5.183565080923036
Hungary,2009,19461.07,2.742147140826612
Hungary,2010,20036.334,2.0077672189421136
Hungary,2011,20886.0,1.6415063712267752
Hungary,2012,20731.67,0.9608055147787509
Hungary,2013,21163.564,0.7567708217357305
Hungary,2014,22118.75,2.5932465062537435
Hungary,2015,22993.375,2.7914262298665227
Hungary,2016,23568.926,2.4464476687024117
Hungary,2017,24641.197,3.515528248526434
Hungary,2018,25995.51,4.198605611927908
Hungary,2019,27272.312,4.277899708860589
Hungary,2020,26091.4,2.5602172476529628
Hungary,2021,28085.963,3.569029172251903
Hungary,2022,29451.855,3.6311149229980577
Malaysia,1978,5214.0,5.022145538078249
Malaysia,1979,5510.0,5.157476227030688
Malaysia,1980,5829.0,6.668390127527379
Malaysia,1981,6095.0,5.615727073997223
Malaysia,1982,6303.0,5.151889921230457
Malaysia,1983,6529.0,4.600829449480415
Malaysia,1984,6867.0,4.501636052054625
Malaysia,1985,6626.0,2.5962471878203663
Malaysia,1986,6543.0,1.4286492850628774
Malaysia,1987,6723.0,1.2985341311920084
Malaysia,1988,7144.0,1.81668558770407
Malaysia,1989,7634.0,2.140274726888558
Malaysia,1990,8179.0,4.3013081342548665
Malaysia,1991,8781.209,6.060941668324715
Malaysia,1992,9383.933,6.896714539104898
Malaysia,1993,10131.93,7.238355869819468
Malaysia,1994,10867.256,7.318241666205694
Malaysia,1995,11725.093,7.469002424949767
Malaysia,1996,12668.668,7.605712687197785
Malaysia,1997,13344.57,7.296100161711716
Malaysia,1998,12129.636,3.664753066802251
Malaysia,1999,12636.607,3.0628425003059068
Malaysia,2000,13474.701,2.820702839670153
Malaysia,2001,13307.215,0.988342374075768
Malaysia,2002,13809.872,0.6878375746488974
Malaysia,2003,14362.155,3.4366313318092923
Malaysia,2004,15087.251,3.6086290838576174
Malaysia,2005,15651.118,3.0398566299343566
Malaysia,2006,16353.924,4.209415573735886
Malaysia,2007,17209.584,4.499964723357097
Malaysia,2008,17865.64,4.4623505429982835
Malaysia,2009,17430.445,2.9294546698466206
Malaysia,2010,18574.299,3.484049090443575
Malaysia,2011,19390.0,3.4644531750182006
Malaysia,2012,20162.178,3.2175186516054
Malaysia,2013,20819.164,3.1071877317122354
Malaysia,2014,21769.006,4.545663893455143
Malaysia,2015,22550.342,3.955660014452045
Malaysia,2016,23251.902,3.69937406137828
Malaysia,2017,24301.559,3.8052546523103414
Malaysia,2018,25175.799,3.8733158117489674
Malaysia,2019,25986.412,3.6051977796683454
Malaysia,2020,24279.316,1.4884601032237876
Malaysia,2021,24764.65,1.2685850891826833
Malaysia,2022,26628.707,1.8458151976864734
Turkey,1973,5050.0,4.144581262805902
Turkey,1974,5353.0,4.639322742841712
Turkey,1975,5719.0,5.393293025479573
Turkey,1976,6110.0,5.320255167456511
Turkey,1977,6271.0,4.933847390451018
Turkey,1978,6350.0,4.687895498833838
Turkey,1979,6204.0,2.994707639494787
Turkey,1980,6070.0,1.1984169572136993
Turkey,1981,6201.0,0.2961134760833817
Turkey,1982,6381.0,0.34838532236531883
Turkey,1983,6489.0,0.43401156863553947
Turkey,1984,6736.0,1.6590525631519082
Turkey,1985,6958.0,2.768293896790941
Turkey,1986,7323.0,3.3821263791766754
Turkey,1987,7838.0,4.198940463011658
Turkey,1988,8019.0,4.325022695660752
Turkey,1989,7992.0,3.478632163990447
Turkey,1990,8606.0,4.343015462392041
